3	0.89552996	0.10447004	0.97742664
1	0.78267110	0.21732890	0.97643098
1	0.78329422	0.21670578	0.97643098
2	0.56771905	0.43228095	0.97123894
1	0.76908151	0.23091849	0.97643098
1	0.23583505	0.76416495	0.97627119
4	0.58601820	0.41398180	0.97249509
1	0.09031454	0.90968546	0.97619048
4	0.77340215	0.22659785	0.97750511
2	0.37875860	0.62124140	0.96923077
3	0.32300077	0.67699923	0.96819085
1	0.73993691	0.26006309	0.97643098
1	0.43281109	0.56718891	0.97643098
2	0.54465956	0.45534044	0.97149123
2	0.88852369	0.11147631	0.97252747
4	0.54378674	0.45621326	0.97276265
1	0.00050662	0.99949338	0.97619048
4	0.68559966	0.31440034	0.97604790
2	0.69820818	0.30179182	0.97465438
4	0.48400209	0.51599791	0.97276265
3	0.89552996	0.10447004	0.97742664
1	0.78267110	0.21732890	0.97643098
1	0.78329422	0.21670578	0.97643098
1	0.56771905	0.43228095	0.97643098
1	0.46069000	0.53931000	0.97643098
1	0.23583505	0.76416495	0.97627119
4	0.72727661	0.27272339	0.97580645
1	0.09031454	0.90968546	0.97619048
4	0.77340215	0.22659785	0.97750511
1	0.37875860	0.62124140	0.97635135
3	0.32300077	0.67699923	0.96819085
1	0.73993691	0.26006309	0.97643098
1	0.43281109	0.56718891	0.97643098
4	0.54465956	0.45534044	0.97276265
4	0.88852369	0.11147631	0.97669492
4	0.94220472	0.05779528	0.97644540
1	0.00050662	0.99949338	0.97619048
4	0.68559966	0.31440034	0.97604790
2	0.69820818	0.30179182	0.97465438
4	0.48400209	0.51599791	0.97276265
3	0.89552996	0.10447004	0.97742664
4	0.78267110	0.21732890	0.97741273
1	0.78329422	0.21670578	0.97643098
1	0.56771905	0.43228095	0.97643098
1	0.46069000	0.53931000	0.97643098
1	0.23583505	0.76416495	0.97627119
4	0.72727661	0.27272339	0.97580645
1	0.68147556	0.31852444	0.97651007
4	0.77340215	0.22659785	0.97750511
1	0.37875860	0.62124140	0.97635135
3	0.32300077	0.67699923	0.96819085
1	0.73993691	0.26006309	0.97643098
1	0.43281109	0.56718891	0.97643098
4	0.54465956	0.45534044	0.97276265
4	0.88852369	0.11147631	0.97669492
4	0.94220472	0.05779528	0.97644540
1	0.00050662	0.99949338	0.97619048
4	0.83361853	0.16638147	0.97717842
4	0.69820818	0.30179182	0.97595190
4	0.48400209	0.51599791	0.97276265
3	0.89552996	0.10447004	0.97742664
4	0.78267110	0.21732890	0.97741273
1	0.78329422	0.21670578	0.97643098
1	0.56771905	0.43228095	0.97643098
1	0.46069000	0.53931000	0.97643098
1	0.55047531	0.44952469	0.97643098
4	0.72727661	0.27272339	0.97580645
1	0.68147556	0.31852444	0.97651007
4	0.77340215	0.22659785	0.97750511
1	0.37875860	0.62124140	0.97635135
3	0.32300077	0.67699923	0.96819085
1	0.73993691	0.26006309	0.97643098
1	0.43281109	0.56718891	0.97643098
4	0.54465956	0.45534044	0.97276265
4	0.88852369	0.11147631	0.97669492
4	0.94220472	0.05779528	0.97644540
1	0.00050662	0.99949338	0.97619048
4	0.83361853	0.16638147	0.97717842
4	0.69820818	0.30179182	0.97595190
1	0.48400209	0.51599791	0.97643098
3	0.89552996	0.10447004	0.97742664
4	0.78267110	0.21732890	0.97741273
1	0.65672905	0.34327095	0.97651007
1	0.56771905	0.43228095	0.97643098
1	0.46069000	0.53931000	0.97643098
1	0.55047531	0.44952469	0.97643098
4	0.72727661	0.27272339	0.97580645
1	0.68147556	0.31852444	0.97651007
4	0.77340215	0.22659785	0.97750511
1	0.37875860	0.62124140	0.97635135
3	0.56695257	0.43304743	0.97058824
1	0.64287533	0.35712467	0.97651007
1	0.59837338	0.40162662	0.97651007
4	0.54465956	0.45534044	0.97276265
4	0.88852369	0.11147631	0.97669492
3	0.94220472	0.05779528	0.97716895
1	0.48247004	0.51752996	0.97643098
4	0.83361853	0.16638147	0.97717842
4	0.69820818	0.30179182	0.97595190
1	0.48400209	0.51599791	0.97643098
3	0.89552996	0.10447004	0.97742664
4	0.78267110	0.21732890	0.97741273
1	0.65672905	0.34327095	0.97651007
1	0.56771905	0.43228095	0.97643098
1	0.40751905	0.59248095	0.97643098
1	0.55047531	0.44952469	0.97643098
4	0.72727661	0.27272339	0.97580645
1	0.69497057	0.30502943	0.97651007
4	0.77340215	0.22659785	0.97750511
